ProgramCode,Title,SubmissionDateTime,AcceptedFormat,PresentationType,CompetencyFrameworkBestMatch,ConferenceTheme,Abstract_MARKDOWN,ScispaceParaphrasedAbstract,Presenters,Authors,Co-Authors,PublicationLocation,PosterImageLocation,DOI,PresentationDate,PresentationStart,PresentationDuration,PresentationMaterials,VenueCode,SessionTitle,SessionVideoLocation,CollaborativeNotesLocation,License
indico295,Integrating Preservation Service into a multi-repository environment at CERN,2024-05-15 08:42:07.566557+00:00,Lightning Talk,Lightning talks,Information Technology for DP,Scaling up,"In this lightning talk, we present the most challenging aspects of preserving the vastly diverse data of the European Organization for Nuclear Research (CERN), including scientific datasets, multimedia items, and minutes of internal meetings. The presentation will focus on the complexity of the workflow, the expandability, scalability, and the open issue of data monitoring.

As part of the Digital Memory project, a platform was built to enable information repositories to benefit from a centralized Preservation Service where system managers can initiate preservation pipelines and view the state of already archived records. After agreeing on a protocol, the platform can harvest data from the different repositories, transform them for long-term preservation, and store them on CERN Cloud storage (EOS). The preservation process includes different steps: validation of SIPs, normalization, and other micro-services (through Archivematica), storage on magnetic tapes, and publishing in a central registry.

The initial focal point of the project was to be able to harvest different sources of data; to achieve that, we designed an expandable architecture. Since then we have adapted to numerous repositories including InvenioRDM instances, CodiMD, GitLab, and Indico.
Another important aspect was scalability: depending on the collection the workload can be significant, therefore the platform mostly consists of async processes that can run in parallel. To help with resilience the records can be filtered based on the executed steps and status. Our Archivematica instance is deployed on OpenShift where the number of worker clients and available resources can be increased on demand.

Monitoring and appraisal are still open issues we are working on. Monitoring of already harvested records means retriggering the preservation pipeline if the data change is significant enough to justify the reprocessing. So far, the platform and registry are designed to support multiple versions of an AIP, but we intend to optimize storage by minimizing the redundancy. 
Finally, to evaluate if submitted data is part of CERN's official preservation scope, we plan to include internal expert users in the process, who would be aided by a trained model.

<img src=""https://digital-memory-project.web.cern.ch/sites/default/files/inline-images/preserve_flow.jpeg"" width=""700"" alt=""CERN Preserve workflow"">","In this talk, we discuss the challenges of preserving CERN's diverse data, including scientific and multimedia items, while emphasizing workflow complexity and data monitoring issues. The Digital Memory project offers a centralized Preservation Service that allows managers to initiate preservation processes and monitor archived records, with data harvested from various repositories for long-term storage on CERN Cloud. We’ve developed an expandable architecture to accommodate multiple data sources and ensure scalability with asynchronous processes capable of parallel execution. Currently, we are addressing monitoring and appraisal, aiming to optimize storage while involving internal experts to evaluate the preservation relevance of submitted data.",Panna Liptak,"Jean-Yves Le Meur, Panna Liptak",,https://zenodo.org/records/13646193,,https://doi.org/10.5281/zenodo.13646193,2024-09-19,11:15,5 minutes,https://zenodo.org/records/13646193,concerthall,Moving Away From a Central Archive to More Complex Preservation Environments,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/95ca2a083ac641f99b58185549d7c5407e49ac128c9e45efb96d32698a8f023a,https://docs.google.com/document/d/1Hf-VavCLYwGskk3JdDbnPOALZtP2Yd4w2pe_5Evkxg8/edit#heading=h.aar4tupij1po,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
indico296,Measuring and Managing the Carbon Footprint of Digital Preservation,2024-05-15 08:43:57.692966+00:00,Poster,Remote presenters track,Legal and Social Responsibilities for DP,Scaling up,"Being able to measure and manage the carbon emissions of long-term digital preservation is an important aspect of environmental sustainability.  Digital preservation is an active process involving the ongoing use of computer systems and data storage.  This involves physical infrastructure and ICT equipment, the need for power and cooling, and a cycle of migrations and renewal.  All of which generate carbon emissions, not just from energy consumption but also as a result of the embodied footprint from the manufacture, transportation and eventual disposal of the ICT equipment involved.  But how big is this footprint?  What aspects of digital preservation contribute most such as ingest or long-term storage?  How do emissions depend on the type of content being preserved, what preservation actions are performed, and where preservation takes place such as in the cloud?  Without being able to measure and calculate carbon emissions, it is hard to work out how best to reduce these emissions, or indeed whether other organisational activities offer lower hanging fruit.   This poster explores these areas, presents a methodology for measuring carbon emissions of digital preservation, and gives some real numbers from large scale digital preservation in the cloud using real data for a range of digital preservation scenarios.   The poster includes debunking a few misconceptions about the carbon footprint of energy consumption, especially in the cloud, it directs attention to the elephant in the room that is the embodied footprint of ICT equipment (servers and storage) that form the mainstay of digital preservation systems and infrastructure, and it provides some practical suggestions on how to reduce emissions.   The overall aim of the poster is to help people understand how they can measure the carbon footprint of their digital preservation activities, how they can understand what aspects and activities contribute the most, and how they can make their own informed decisions on how to make effective reductions.","Measuring and managing carbon emissions in long-term digital preservation is crucial for environmental sustainability. The process not only involves ongoing use of ICT equipment, which generates emissions from energy consumption and the embodied footprint of the equipment but also raises questions about the greatest contributors to this footprint. This poster aims to provide insights into measuring carbon emissions, debunk misconceptions, and offer practical suggestions for reducing emissions in digital preservation activities.",Matthew Addis,Matthew Addis,,https://zenodo.org/records/13682874,https://drive.google.com/file/d/1UIw99uOzpxoxNIebXfTJJyaTAnXm5aRR/view?usp=drive_link,https://doi.org/10.5281/zenodo.13682874,2024-09-17,13:30,5 minutes,,suite,Scaling up!,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/34ffa848513a49b58e2aa3536113622690d1c56176a14334a332f184acbb8e29,https://docs.google.com/document/d/1bukG4bEvICUzC-Fp3KAcHmq2wRuqU8x67PRAuX-RwR4/,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
indico297,Intake of heterogeneous digital archival collections at meemoo: the challenges,2024-05-15 08:57:53.849459+00:00,Lightning Talk,Lightning talks,Information Management Principles,Scaling up,"Let’s talk about the **challenges** we encounter at meemoo, the Flemish Institute for Archives, regarding the **intake of heterogeneous digital archival collections**. More than 180 Flemish cultural heritage, governmental and broadcasting organisations entrust their digital archives to meemoo in a partnership (our content partners).  These digitised or born digital archives derive from various sources, are very heterogeneous, consist of multiple (sometimes new or exotic) formats and contain more often than not complex digital objects. An extra challenge is the sometimes limited capacity and digital maturity  within these organisations.

**How can we organise the intake of these diverse digitised or digital born archives into the MAM of meemoo in an efficient, user-friendly and affordable way?** We were in need of a new and improved process for this digital intake which could tackle the above mentioned challenges. In this lightning talk, I would like to present the steps we took, like functional and technical analysis, internal brainstorms, focus talks with our content partners, implementing the E-ARK SIP, etc., and the outcomes. We were particularly looking for a solution regarding the pre-ingest processes, for example cleaning, selecting and structuring the data by our content partners, and the creation of E-ARK compliant  SIPs.

To conclude, I will present some **lessons learned**, give a **status update** (where are we now) and say something about the **next steps** (where do we want to be). By September, we will be a lot further than we are now, but I can already say that we will certainly develop **tooling** for the creation and validation of E-ARK SIPs.

I would afterwards love to hear from fellow participants about their experiences and lessons learned regarding the intake of heterogeneous digital archival collections!","At meemoo, we face challenges in intake of diverse digital archival collections from over 180 content partners, which often include complex formats and limited digital maturity. We are working on an improved process for efficient and user-friendly digital intake, focusing on pre-ingest tasks and E-ARK SIP creation. I will share lessons learned and our progress towards developing tools for E-ARK SIP validation, and I'm eager to hear others' experiences in this area.",Lobke Vanden Eynden,Lobke Vanden Eynden,,https://zenodo.org/records/13683403,,https://doi.org/10.5281/zenodo.13683403,2024-09-19,13:45,5 minutes,https://zenodo.org/records/13683403,concerthall,The Constraints When Scaling Up Preservation Efforts,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/fac102093df84a8c93031824fad34cd95d7f83fd04574b0884545e07bee9e47f,https://docs.google.com/document/d/1lDWYct0heJztUyK5nOaDaLFRBO-Yx4PXT5URfiK3xZo/edit#heading=h.aar4tupij1po,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
indico300,"The Migration of Optical Discs in Book Supplements at the National Diet Library, Japan",2024-05-15 09:20:01.991277+00:00,Poster,Posters Meetup at Kiosk,Information Technology for DP,Start 2 preserve,"The National Diet Library (NDL), as the only legal deposit library in Japan, is responsible for preserving its collections as cultural properties of the nation and passing them on to future generations. Regarding digital materials, the NDL has formulated the ""Basic Plan for Digital Preservation of National Diet Library’s Collections for 2021-2025"" and has been working on research and practice for digital preservation. The NDL is currently digitizing and migrating its collections, and as part of this process, a large-scale migration of about 10,000 optical discs was conducted in FY2023.
The migration mainly targeted CDs of book supplements published in Japan up to the year 2000. The types of discs were diverse and included CD-ROMs that simply stored a few files, audio CDs, hybrid CDs, and relatively early DVD-Video (DVD players began to be produced in 1996), as well as optical discs containing large numbers of files with programs like databases.
In order to migrate these diverse discs efficiently, we designed a workflow that classifies discs in advance and extracts data in a manner appropriate for each type of disc format. Optical discs were classified into three main categories: optical discs for simply copying files, for extracting audio tracks only, and for imaging in ISO format. It was confirmed that the method of imaging everything regardless of disc’s type was the most efficient for migration work, although there were many technical issues in searching and using the contents of image files.
In addition, in this work, all optical discs were subjected to an error check equivalent to ISO/IEC 18630:2023 before the data extraction. As a result, it was confirmed that, especially for audio CDs, there was a correlation between high error values and noise in the migration results. Therefore, we found that the appropriate use of error check can improve the efficiency of quality inspection of audio CD migration.
In this poster, we will report on the issues and propose an efficient technical method for the migration of various optical discs published more than a quarter of a century ago.","The National Diet Library (NDL) in Japan preserves collections as national cultural heritage and is focusing on digital preservation through its 2021-2025 plan. In FY2023, the NDL undertook a significant migration of about 10,000 optical discs, primarily targeting CDs from book supplements published before 2000. A tailored workflow was developed to efficiently migrate these diverse discs, with imaging methods proving most effective despite technical challenges. Additionally, an error check following ISO/IEC standards revealed that checking audio CDs for errors could enhance the quality of the migration process.",Takafumi Kinoshita,Takafumi Kinoshita,Kazuo Takehana,https://zenodo.org/records/13641209,https://drive.google.com/file/d/1z4HHMVTKxESmZIdZr_pCq8QBuyHu3T0X/view?usp=drive_link,https://doi.org/10.5281/zenodo.13641209,2024-09-19,13:30,1h 30m,,yotta,,,,Creative Commons Attribution 4.0 (CC-BY-4.0)
indico301,Gettin' SIG-y with it: a JHOVE Special Interest Group to enhance documentation and explain error messages,2024-05-15 09:25:07.970819+00:00,Birds of a Feather,Interactive formats,Communications and Advocacy for DP,Start 2 preserve,"The use of DP tools is an essential part of DP practice for most of us. We use them to identify, characterise and validate our collections; they give us necessary insights into what is going on ‘under the hood’ of our digital files. One of the most popular tools in digital preservation is JSTOR/Harvard Object Validation Environment (JHOVE), an open source, extensible software framework for identification, validation, and characterisation. (Technical) maintenance and further development responsibilities lie with the Open Preservation Foundation (OPF).
While there is already documentation available on the OPF’s website in the form of release notes, user guides, and guides per module, there is also room for improvement. Notably, there has been a surge in interest within the past few years regarding the interpretation of JHOVE error and warning messages, particularly when confronted with malformed or invalid information objects. 
To address this burgeoning interest and cater to the needs of the digital preservation community, the establishment of a specialised interest group focusing on the use of JHOVE is proposed. The aim of the group is to develop, provide and maintain comprehensive documentation on interpreting JHOVE messages effectively and share our experiences and the possible issues we run into.
In this BoF session, community input is sought to shape the direction of the JHOVE Special Interest Group (SIG). What specific resources or initiatives do they envision from such a group? These insights will guide the development of tailored solutions to meet the community's evolving needs.",,"Georgia Moppett, Julie Allen, Lotte Wijsman, Marin Rappard, Micky Lindlar","Georgia Moppett, Julie Allen, Lotte Wijsman, Marin Rappard, Micky Lindlar, Remco van Veenendaal",,,,,2024-09-19,11:00,45 minutes,,kabinet,,,https://docs.google.com/document/d/1EutRhAckjhL6_hr09gkAhEHJ0NlYUAsC0MCQSanRpVs/edit#heading=h.aar4tupij1po,Creative Commons Attribution 4.0 (CC-BY-4.0)
indico305,Going green: from storing to streaming data,2024-05-15 09:43:19.598357+00:00,Lightning Talk,Lightning talks,Legal and Social Responsibilities for DP,Scaling up,"Our digital heritage users want to be able to find and use all sources available. Of course, it all starts with preserving our digital heritage in the long term for our designated communities to find. We as a community have to help them find the information taking into account their knowledge base, needs and wishes.
But on the downside, this storage and use of digital data costs: it produces carbon dioxide (CO2) emissions. It has an impact on our environment. 
A few years ago, the Dutch Digital Heritage Network started a climate awareness campaign. 
In talking to heritage organizations we realized a few things:

 - List item

Climate awareness grows and from within: a few colleagues that are ‘green minded’ meet up and campaign their cause within the organization. 

 - List item

Some heritage organizations are already taking positive climate measures: they are reusing exhibition materials, stimulating visitors to take public transport or bike to the museum, greening their buildings and depots. 

 - List item

The large impact of IT is not always noticed or taken into account. And if it is, you are faced with dilemma’s like servicing your online users in a different or slower manner or be more selective in preserving data or documents(no endless copies). 

 - List item

There is a need for more solid, trustworthy information: what are the numbers or figures around climate impact. 

So how do we get on with the campaign? We hope to keep the conversation going within the network. We publish guides about organizing and establishing a greener IT environment in your organization, e.g. making your websites more sustainable. We have a green techwatcher on board blogging about storage, green software, user dilemma’s and AI. We share tips and challenges and organize a few events about greener IT. 
This lightning talk will show some of our results within the Dutch Digital Heritage Network but will hopefully and more importantly keep the conversation going about climate impact and how to tackle this within the preservation community. And maybe it inspires you to start you own climate action campaign.","Users of digital heritage seek access to all available resources, which begins with the long-term preservation of these assets for specific communities. The community must assist users in locating information tailored to their knowledge and needs while being mindful of the environmental impact caused by digital data storage, including CO2 emissions. The Dutch Digital Heritage Network has initiated a climate awareness campaign, leading to insights about internal green initiatives and organizations implementing sustainable practices. However, the significant impact of IT is often overlooked, creating dilemmas regarding user service and data preservation. To further this conversation, we share resources and tips for establishing a greener IT environment, aiming to inspire climate action within the preservation community.",Tamara van Zwol,Tamara van Zwol,,https://zenodo.org/records/13682989,,https://doi.org/10.5281/zenodo.13682989,2024-09-17,11:00,5 minutes,https://zenodo.org/records/13682989,concerthall,Models & Strategies for Collaboration,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/bd35e0d952454965a64a917ee3741564b70655a27ed640c5aad0d31be3cee8ec,https://docs.google.com/document/d/18q7nGVrhTj5qLOs3b-qg74krPB0yPTA0GoltsBuA2w0/edit#heading=h.aar4tupij1po,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
indico306,Guidelines for quarantine and preservation of computer storage media,2024-05-15 09:58:03.488297+00:00,Poster,Posters Meetup at Kiosk,Approaches to Preservation,Start 2 preserve,"This poster presents the work of Archives & Special Collections (ASC) at the University of Glasgow, on the quarantine, preservation, long- and short-term retention conditions of computer storage media that are acquired as part of archival collections. Quarantine and condition checks are a crucial part of the preservation process, ensuring that newly acquired storage media do not introduce contaminants that could harm existing collections; and that computer storage is stored, handled, and transported in a way that minimises the risk of damage or data loss.

The poster covers requirements and recommendations for five broad categories of storage media typically found in archival collections: magnetic disks, floppy disks, optical media, cassettes and tapes, and solid state. For each category, information is provided on the types of media covered as well as recommendations on the optimal environmental conditions for long-term storage. Further guidelines cover various aspects of proper media handling, best ways to safely store, visual inspections, transportation, acclimatisation, and labelling. 

This work collates and distils relevant information in British Standards BS-4783; includes updates and guidelines from the digital preservation and archiving community; and incorporates previously unpublished practice and expertise amassed in the 25 years since ASC began to collect computer storage media. It serves as a valuable resource for anyone involved in the acquisition, storage, and preservation of computer storage media in archival collections. It provides clear guidelines and recommendations, ensuring the long-term preservation and accessibility of our digital heritage.","This poster showcases the efforts of Archives & Special Collections (ASC) at the University of Glasgow regarding the quarantine, preservation, and retention of computer storage media within archival collections. It outlines requirements for various storage media types and offers guidelines on optimal conditions, proper handling, and safe transportation to prevent damage or data loss. By synthesizing British Standards and insights from 25 years of expertise, this resource is essential for those involved in the preservation of digital heritage.",Leo Konstantelos,Leo Konstantelos,Emma Yan,https://zenodo.org/records/13748900,https://drive.google.com/file/d/1Ry6b_C7J3QlZiNqyUeVwyVad3XGvJB2K/view?usp=drive_link,https://doi.org/10.5281/zenodo.13748900,2024-09-19,13:30,1h 30m,,ronna,,,,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
indico307,Artificial Intelligence and audiovisual archives: lessons learned,2024-05-15 10:08:21.192700+00:00,Lightning Talk,Lightning talks,Metadata Standards and Implementation,Scaling up,"This lightning talk will highlight the results and lessons learned from the GIVE project. In this project, meemoo processed 170.000 hours of audiovisual archives using speech-to-text, named entity recognition and face recognition. We created time-based metadata identifying people, locations and organisations in audio and video. Where possible, metadata are linked to open linked authorities, such as wikidata. Over 120 partners were involved in the project, from various sectors such as digital heritage, city archives, museums and political archives. Part of this talk will be dedicated to how we involved these partners into the new but also very challenging field of creating metadata through AI. 

The lightning talk is not intended as a deep dive into technical matters. We will highlight the obtained results and discuss the quality of obtained result. But more importantly, we will explain why and how we decided to build certain components, such as face recognition, while opting to procure speech-to-text and NER services. This should give the audience an idea of the decision processes behind working with AI tooling to create descriptive metadata. We will also briefly touch the ethical and legal challenges we encountered, share insights that came out of the project.

Lastly we will end the talk by looking at the future and share the questions that we still have and need to tackle next. We hope this will provide inspiration for discussions with the iPRES community during the conference.","This lightning talk will present the outcomes and insights gained from the GIVE project, where meemoo analyzed 170,000 hours of audiovisual archives through advanced technologies like speech-to-text and face recognition. We developed time-based metadata that identifies entities such as people and locations, linking it where feasible to open resources like Wikidata, with over 120 partners from various sectors involved. The focus will be on our decision-making processes regarding the use of AI tools for metadata creation, while also addressing the ethical and legal challenges faced. We will conclude by discussing future directions and remaining questions, aiming to inspire further dialogue within the iPRES community.",Matthias Priem,Matthias Priem,,https://zenodo.org/records/13734493,,https://doi.org/10.5281/zenodo.13734493,2024-09-18,11:20,5 minutes,https://zenodo.org/records/13734493,anatomicaltheater,New and Innovative Technologies in Digital Preservation,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/c4ff0ba130054fff8dfd6d0fb3f33463d66167c2df83459e89304b6b9778c302,https://docs.google.com/document/d/1b42Bd_pn9__lo1qwjKqh3fB46M9Dt_1hjO4ATMggwvg/edit#heading=h.3motvki8sysj,Creative Commons Zero (CC0-1.0)
indico311,The Long-Term Preservation of Research Data Challenge,2024-05-15 11:17:00.475304+00:00,Game,Interactive formats,"Governance, Resourcing, and Management for DP",Scaling up,"Since research data are considered to be of great value for prospective research in terms of re-usability, research institutions and libraries need appraisal strategy with regard to research data. „The Long-Term Preservation of Research Data Challenge“ is intended to illustrate the dilemmas and the consequences of decisions made by practitioners in this field. It is built upon a catalogue of selection criteria developed by German digital preservation (long-time-archiving) project LaVaH in Hesse and its working group 'appraisal' in which several research organisations and archives participate. During the game, a data curator follows a working routine in a library and has a limited amount of time and storage available for research data whithin the long-term archive. They must set priorities according to the profile and the mission of the home institution, interpret the guidelines and invest time and effort in the advocacy of long-term archiving in order to clarify the requirements and challenges to the stakeholders within the institution. Will the data curator be able to fulfill the task and how will the decisions taken with regard to certain limitations impact the outcome?
The game is built in Twine as an html-file and can be played in a browser with no further limitations imposed on infrastructure.",,Natascha Schumann,Elena Hamidy,Natascha Schumann,,,,2024-09-18,14:35,20 minutes,,artiestenfoyer,,,https://docs.google.com/document/d/1TECjLA7x-Wy1GeVBzuw5jjqsObbotGkgJbFvOfm-kpo/edit#heading=h.aar4tupij1po,Creative Commons Attribution 4.0 (CC-BY-4.0)
indico312,What delineates a Digital Preservation solution?,2024-05-15 11:21:27.615687+00:00,Birds of a Feather,Interactive formats,Approaches to Preservation,From document to data,"We at Jisc have recently had the need to specify a base set of requirements for our newly launched Digital Preservation DPS (https://www.jisc.ac.uk/digital-preservation-systems-dynamic-purchasing-system-dps). This core set of requirements was based upon the requirements in the DPC’s procurement toolkit (https://www.dpconline.org/digipres/implement-digipres/core-requirements-for-a-digital-preservation-system). In the course of our discussions, when identifying the requirements, the question of a definition of a digital preservation solution arose. There are many definitions of digital preservation (my favourite short one is “keeping digital stuff usable”), but none for a digital preservation solution (at least not that I’ve found). A facetious response could be “A digital preservation solution enables you to keep digital stuff usable”, but that’s not really very helpful when it comes to procuring a system. 

So, what defines a digital preservation solution? We know it’s a sliding scale (with very blurred lines). Most would probably agree that backup isn’t digital preservation, but what about dark archives? They keep stuff usable in the short term, but without format migration could they really be described as proper digital preservation? Are there other decision points/getaways where on the one side there are systems that are digital preservation solutions and on the other side there are systems that don’t make the grade - sheep on the right, goats on the left.

We're interested in the communities take on this. Many people have strong opinions around definitions. This BoF session would be your chance to surface your opinion and “persuade” others to adopt your point of view.",,Paul Stokes,"Karen Colbron, Paul Stokes",,,,,2024-09-19,09:00,45 minutes,,kabinet,,,https://docs.google.com/document/d/1LHG6DswIT6-54t6H7I0LDmwJdssZvpcagEW0S_1H8jE/edit#heading=h.aar4tupij1po,Creative Commons Zero (CC0-1.0)
indico314,An exploration of the Microsoft Compiled HTML Help (CHM) file format,2024-05-15 12:42:21.755757+00:00,Lightning Talk,Lightning talks,Information Technology for DP,Start 2 preserve,"Originally developed as a replacement to WinHelp in the late-90’s and still technically readable in a modern Windows system, the Microsoft Compiled HTML Help (CHM) file format is now generally considered to be a potential cybersecurity risk and organizational cybersecurity policies may prevent native execution through Windows.

Alternative CHM readers exist but as they are largely based on reverse-engineering efforts, there may be subtleties to the format that have yet to be revealed and may result in imperfect or failed attempts to read some CHM file instances.

In this lightning talk we take a quick dive into the structure of the CHM file format. We will explore a specific edge-case that prevented correct reading of some instances of the file format through open-source tooling and we will describe how this was corrected for the betterment of all.","The Microsoft Compiled HTML Help (CHM) file format, initially created as a WinHelp substitute in the late 90s, is now seen as a cybersecurity threat, leading to restrictions on its execution in modern Windows systems. In this talk, we will examine the CHM file structure, highlight a specific edge-case that hindered its reading in open-source tools, and discuss the improvements made to resolve these issues.",David Clipsham,David Clipsham,,https://zenodo.org/records/13643227,,https://doi.org/10.5281/zenodo.13643227,2024-09-17,15:50,5 minutes,https://zenodo.org/records/13643227,concerthall,Applying Digital Preservation Best Practice in New Contexts,https://www.archief.vlaanderen.be/archief/records/dossiers/5acb210228ce4315ae650812d056a482329eb83ed2dc42398a51505dc153be81/documents/e14395c2e38544b884534e3ad374a2f5eb92a4bb791941e1ba0222a6c969343c,https://docs.google.com/document/d/1RnqtK66DuBgEZBSuTMC7aU8i32AMZQUp5X-Qi1AQdNg/edit#heading=h.aar4tupij1po,Creative Commons Zero (CC0-1.0)
indico315,Ontologies in the Real World: How to Make Things Happen?,2024-05-15 12:53:46.618027+00:00,Birds of a Feather,Interactive formats,Metadata Standards and Implementation,From document to data,"In the evolving landscape of heritage and preservation, the transition from traditional documentation to dynamic data ecosystems is redefining the way organizations operate. As we traverse this paradigm shift, the integration of ontologies emerges as a pivotal mechanism for streamlining processes, enhancing collaboration, and preserving cultural legacies.
Our proposed discussion panel, titled "" Ontologies in the real world: How to make things happen?"", seeks to delve into the practical applications and challenges of implementing ontological frameworks within the broadcasting and heritage domains. Drawing upon real-world experiences and insights, our panelists will address a spectrum of key topics:

**Overcoming Implementation Hurdles**: We'll explore the complexities inherent in introducing ontologies within established suborganizations, navigating resistance to change, and fostering a culture of adaptability amidst differing operational methodologies.

**Documenting for Clarity**: Discussants will dissect the nuances of effectively documenting ontologies to mitigate misunderstandings, ensure coherence, and facilitate seamless knowledge transfer across diverse stakeholders.

**Forging Interconnections**: Delving into the intricacies of linking disparate ontologies, our panelists will elucidate strategies for harmonizing vocabularies and bridging conceptual gaps, particularly between broadcasting assets and heritage artifacts.

**Striking the Balance of Detail**: Finding the optimal level of granularity within ontological frameworks poses a significant challenge. Through case studies and best practices, we'll navigate the delicate balance between comprehensiveness and usability.

**Empowering Collaboration**: Examining the decision to permit or restrict partner organizations from crafting their own ontology subclasses, our discourse will uncover the implications for interoperability, data integrity, and collaborative innovation.

Through a blend of theoretical discourse and practical insights, our panel endeavors to equip attendees with actionable strategies, frameworks, and perspectives for navigating the multifaceted terrain of ontologies in the broadcasting and heritage sectors. Join us as we unravel the complexities of ontological integration and chart a course toward effective knowledge management and preservation in the digital age.

Participants (incomplete)

Koen Renders, VRT
Miel Vandersande, MeeMoo
Digitaal Vlaanderen (TBC)
EBU Metadata group (TBC)
RTL Bruxelles Archives (TBC)",,"Koen Renders, Miel Vandersande","Koen Renders, Miel Vandersande",Astrid Vergauwe,,,,2024-09-19,10:00,45 minutes,,kabinet,,,https://docs.google.com/document/d/12_MF7D85u1yC3Y7JLYpOF9-7_bC1FnLc0EMaAUWt5Uc/edit#heading=h.aar4tupij1po,Creative Commons Zero (CC0-1.0)
indico317,"""What do you do with a million mails?"" A survey on email archiving in German-speaking countries",2024-05-15 14:41:33.392795+00:00,Poster,Posters Meetup at Kiosk,Approaches to Preservation,Start 2 preserve,"**Focus of my contribution**
In examining the procedures for managing digital archives, the poster will take a closer look at the challenges of preserving and providing emails. The issue is currently under discussion at an international level (e.g. DeBauche et al., 2023 [iPRES], regarding French institutions: Ville, 2023). Even in German-speaking countries there are studies focussing on specific issues (e.g. Benauer, 2022), but comprehensive research addressing the various challenges has yet to be conducted.

**Study** 
Taking this situation into account, I sent out an online-questionnaire in April 2024 to the specialist communities of Germany, Austria, Switzerland and Luxembourg. Distribution channels were six relevant mailing lists. The survey provides the data basis for my current master's thesis (submission in June 2024 in Library and Information Science, Humboldt University of Berlin). The aim is to determine the current challenges and perspectives of email processing. 187 participants voted, of which 115 questionnaires are evaluable. Challenges were captured with qualitative methods (survey coding). 

**Objective of the poster contribution**
I would like to present the results at iPRES and also involve the international community. I aim to enhance participation with an interactive poster that includes a Mentimeter survey. This will not only provide insights into the unique challenges of email archiving in German-speaking countries but also extend the discussion to the international community, fostering a dialogue for making informed, long-term decisions in the field.

No specialised knowledge is required. Participants will need a smart device to fully engage with the interactive elements of the poster.

----------
Literature (small selection)
-------------------------

**Benauer**, M. (2022). How can we capture what is important?: A Case Study on the Appraisal of Government Emails in Austrian Public Archives. MIÖG, 130(2), 282–313.
**DeBauche, S. et al.** (2023). iPRES 2022, Tutorial 517: Using ePADD for Email Preservation: Implementing the ePADD+ Project Enhancements, https://www.youtube.com/watch?v=jKrLH8ycEfE
**Naumann, K.** (2023). Ein Durchbruch in der E-Mail-Archivierung? Die EPADD+ Projektvorstellung. Archive 2.0, https://archive20.hypotheses.org/11639 
**Rohringer, T.** (2021). Ein neues Gedächtnis für die Verwaltung: Born digitals und die Wissenschaft. Administory, 6(1), 233–239, https://doi.org/10.2478/adhi-2022-0013
**Ville, M.** (2023). 2013–2023: A review of ten years of email archiving in France. iPRES 2023, https://www.ideals.illinois.edu/items/128288","The poster will explore the difficulties in preserving and managing emails within digital archives, a topic currently being discussed internationally. In response, I distributed an online questionnaire in April 2024 to professionals across Germany, Austria, Switzerland, and Luxembourg, gathering insights for my master's thesis due in June 2024. With 187 participants, I analyzed 115 valid responses to identify key challenges in email processing through qualitative methods.",Carolin Hahn,Carolin Hahn,,https://zenodo.org/records/13629654,https://drive.google.com/file/d/1V1wNTydVnhzVgFF1z6CvpI35rFG0y_OJ/view?usp=drive_link,https://doi.org/10.5281/zenodo.13629654,2024-09-18,13:30,1h 30m,,zetta,,,,Creative Commons Attribution Share-Alike 4.0 (CC-BY-SA-4.0)
